process_name,lifecycle_stage,category_path,location,unit,ref_flow,description,material_tags,semantic_text,Agricultural land occupation,Climate change,Fossil depletion,Freshwater ecotoxicity,Freshwater eutrophication,Human toxicity,Ionising radiation,Marine ecotoxicity,Marine eutrophication,Metal depletion,Natural land transformation,Ozone depletion,Particulate matter formation,Photochemical oxidant formation,Terrestrial acidification,Terrestrial ecotoxicity,Urban land occupation,Water depletion
"Electricity Mix, consumption mix, at consumer, AC, < 1kV",Product-as-a-Service,Energy carriers and technologies > Electricity,UCTE,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, < 1kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: UCTE | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0016 | Freshwater ecotoxicity: 0.0002 | Marine ecotoxicity: 0.0001 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0202 | Particulate matter formation: 0.001 | Terrestrial acidification: 0.0038 | Climate change: 0.5966 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0013 | Ionising radiation: 0.179 | Metal depletion: 0.0002 | Freshwater eutrophication: 0.0",0.0,0.5966153,0.0,0.00018599,6.3e-07,0.02020682,0.17899152,0.00012262,4.505e-05,0.00019594,0.0,1.5e-07,0.00102023,0.00132844,0.00378281,1.35e-05,0.0,0.00155739
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,EU-27,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: EU-27 | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0034 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0001 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0125 | Particulate matter formation: 0.0005 | Urban land occupation: 0.0002 | Agricultural land occupation: 0.0001 | Terrestrial acidification: 0.0017 | Climate change: 0.4716 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0009 | Ionising radiation: 0.0909 | Metal depletion: 0.0012 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",0.00012812,0.4715654,0.0,0.00013396,3e-08,0.01245879,0.09085809,8.619e-05,3.552e-05,0.0011864,-8.4e-06,3e-08,0.00048664,0.00093233,0.00170832,7.24e-06,0.00019217,0.00342379
"Polyethylene terephthalate (PET) granulate, production mix, at plant, bottle grade",Raw Materials,Materials production > Plastics,RER,kg,polyethylene terephthalate (PET) granulate,,polyethylene,"Process: Polyethylene terephthalate (PET) granulate, production mix, at plant, bottle grade | Category: Materials production > Plastics | Lifecycle Stage: Raw Materials | Location: RER | Materials: polyethylene | Unit: 1 kg | Reference Flow: polyethylene terephthalate (PET) granulate | Description:  | Water depletion: 0.0589 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0006 | Marine eutrophication: 0.0003 | Human toxicity: 0.0058 | Particulate matter formation: 0.0056 | Terrestrial acidification: 0.0144 | Climate change: 3.4998 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.018 | Metal depletion: 0.0004 | Freshwater eutrophication: 0.0",0.0,3.49975646,0.0,0.00012938,2.1e-07,0.00578735,0.0,0.00060377,0.00028531,0.00035375,0.0,0.0,0.00560832,0.01800479,0.01442924,3.57e-05,0.0,0.05891249
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,PT,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: PT | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0019 | Particulate matter formation: 0.0002 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0005 | Climate change: 0.1066 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0005 | Ionising radiation: 0.0 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",2.53e-06,0.10661527,0.0,6.94e-06,2e-08,0.00193106,3.121e-05,3.924e-05,1.78e-05,4.487e-05,-2e-08,0.0,0.00017154,0.00049592,0.0005309,2.02e-06,3.79e-06,3.18e-05
"Sodium chloride (NaCl, dissolved), production mix for PVC production, at plant",Raw Materials,Materials production > Inorganic chemicals,RER,kg,sodium chloride,,other,"Process: Sodium chloride (NaCl, dissolved), production mix for PVC production, at plant | Category: Materials production > Inorganic chemicals | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: sodium chloride | Description:  | Water depletion: 0.0027 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0054 | Particulate matter formation: 0.0006 | Terrestrial acidification: 0.001 | Climate change: 0.1697 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0006 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0",0.0,0.1697074,0.0,4.324e-05,7e-07,0.00544174,0.0,4.509e-05,1.888e-05,9.987e-05,0.0,0.0,0.00060246,0.00058507,0.00099188,1.04e-06,0.0,0.0026509
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,BE,MJ,process steam from heavy fuel oil,,other,"Process: Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: BE | Materials: other | Unit: 1 MJ | Reference Flow: process steam from heavy fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0 | Human toxicity: 0.0035 | Particulate matter formation: 0.0002 | Terrestrial acidification: 0.0008 | Climate change: 0.0968 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0002 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.09679302,0.0,4.79e-06,3.8e-07,0.00347781,0.00024653,7.571e-05,7.95e-06,2.664e-05,0.0,0.0,0.00018955,0.00023786,0.00077252,4.6e-06,0.0,6.13e-06
"Waste incineration of ferro metals, at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of ferro metals,,other,"Process: Waste incineration of ferro metals, at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: waste incineration of ferro metals | Description:  | Water depletion: 5.4296 | Freshwater ecotoxicity: -0.0358 | Marine ecotoxicity: -0.3892 | Ozone depletion: 0.0 | Marine eutrophication: -0.0685 | Human toxicity: 63.4018 | Particulate matter formation: -1.3903 | Terrestrial acidification: -2.5273 | Climate change: -779.2783 | Terrestrial ecotoxicity: -0.0365 | Photochemical oxidant formation: -2.4527 | Ionising radiation: 48.0438 | Metal depletion: -1214.3253 | Freshwater eutrophication: -0.0003",-0.0,-779.27828946,-0.0,-0.03584877,-0.00031714,63.40175627,48.04375053,-0.38924054,-0.06854228,-1214.32530726,-0.0,3.768e-05,-1.39026752,-2.45271793,-2.52727475,-0.03645438,-0.0,5.42959561
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,HU,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: HU | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0018 | Particulate matter formation: 0.0001 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0005 | Climate change: 0.1091 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0002 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",1.225e-05,0.1091084,0.0,5.15e-06,2e-08,0.00180345,0.00020502,2.595e-05,7.4e-06,0.00014571,-8e-08,0.0,0.00013027,0.00021834,0.00050258,2.09e-06,1.838e-05,5.327e-05
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,GR,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: GR | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0016 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0002 | Ozone depletion: 0.0 | Marine eutrophication: 0.0001 | Human toxicity: 0.0381 | Particulate matter formation: 0.0027 | Terrestrial acidification: 0.0099 | Climate change: 1.1121 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0029 | Ionising radiation: 0.0136 | Metal depletion: 0.0002 | Freshwater eutrophication: 0.0",0.0,1.11210411,0.0,3.539e-05,1.94e-06,0.03805644,0.01364808,0.0002401,9.113e-05,0.00022155,0.0,1e-08,0.00270214,0.00287137,0.0099314,2.547e-05,0.0,0.00159327
"Pre-cast concrete, production mix, at plant, minimum reinforcement, concrete type C20/25, without consideration of casings",Raw Materials,Systems > Construction,RER,kg,pre-cast concrete,,"concrete, cement","Process: Pre-cast concrete, production mix, at plant, minimum reinforcement, concrete type C20/25, without consideration of casings | Category: Systems > Construction | Lifecycle Stage: Raw Materials | Location: RER | Materials: concrete, cement | Unit: 1 kg | Reference Flow: pre-cast concrete | Description:  | Water depletion: 0.0002 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0045 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0002 | Climate change: 0.1214 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0003 | Ionising radiation: 0.003 | Metal depletion: 0.0044 | Freshwater eutrophication: 0.0",0.0,0.12141611,0.0,4.05e-06,8e-08,0.00452048,0.00301336,1.076e-05,1.069e-05,0.0044149,0.0,0.0,9.679e-05,0.00028759,0.0002076,1.29e-06,0.0,0.00018412
"Sand 0/2, production mix, at plant, wet and dry quarry, undried",Raw Materials,Materials production > Other mineral materials,RER,kg,sand 0/2,,other,"Process: Sand 0/2, production mix, at plant, wet and dry quarry, undried | Category: Materials production > Other mineral materials | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: sand 0/2 | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0001 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0 | Climate change: 0.0025 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0 | Ionising radiation: 0.0005 | Metal depletion: 0.0",0.0,0.00246656,0.0,5e-07,0.0,5.367e-05,0.00046407,5.8e-07,6.1e-07,7e-07,0.0,0.0,6.59e-06,1.767e-05,1.802e-05,4e-08,0.0,4.18e-06
"Gravel 2/32, production mix, at plant, wet and dry quarry, undried",Raw Materials,Materials production > Other mineral materials,RER,kg,gravel 2/32,,other,"Process: Gravel 2/32, production mix, at plant, wet and dry quarry, undried | Category: Materials production > Other mineral materials | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: gravel 2/32 | Description:  | Water depletion: 0.0005 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0001 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0 | Climate change: 0.0034 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0 | Ionising radiation: 0.0008 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.00342217,0.0,8e-07,1e-08,8.528e-05,0.00075731,7.7e-07,6.7e-07,1e-06,0.0,0.0,8.12e-06,1.935e-05,2.409e-05,6e-08,0.0,0.00052028
"Crushed stone 16/32, production mix, at plant, open pit mining, undried",Raw Materials,Materials production > Other mineral materials,RER,kg,crushed stone 16/32,,other,"Process: Crushed stone 16/32, production mix, at plant, open pit mining, undried | Category: Materials production > Other mineral materials | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: crushed stone 16/32 | Description:  | Water depletion: 0.001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0004 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0141 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0034 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.01405313,0.0,3.58e-06,2e-08,0.00037658,0.00339811,2.97e-06,2.37e-06,4.19e-06,0.0,0.0,2.942e-05,6.084e-05,9.516e-05,2.6e-07,0.0,0.00101238
"Aerated concrete block, production mix, at plant, mix of P2 04 and P4 05, average density 433 kg/m3",Raw Materials,Systems > Construction,RER,kg,aerated concrete block,,concrete,"Process: Aerated concrete block, production mix, at plant, mix of P2 04 and P4 05, average density 433 kg/m3 | Category: Systems > Construction | Lifecycle Stage: Raw Materials | Location: RER | Materials: concrete | Unit: 1 kg | Reference Flow: aerated concrete block | Description:  | Water depletion: 0.0013 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0155 | Particulate matter formation: 0.0003 | Terrestrial acidification: 0.0007 | Climate change: 0.4688 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0007 | Ionising radiation: 0.0153 | Metal depletion: 0.0396 | Freshwater eutrophication: 0.0",0.0,0.46882461,0.0,2.177e-05,6e-07,0.01551061,0.01528752,4.192e-05,2.482e-05,0.03961958,0.0,2e-08,0.00029246,0.00073403,0.00066983,4.79e-06,0.0,0.00130549
"Lightweight concrete block, production mix, at plant, expanded clay as base material",Raw Materials,Systems > Construction,RER,kg,lightweight concrete block,,concrete,"Process: Lightweight concrete block, production mix, at plant, expanded clay as base material | Category: Systems > Construction | Lifecycle Stage: Raw Materials | Location: RER | Materials: concrete | Unit: 1 kg | Reference Flow: lightweight concrete block | Description:  | Water depletion: 0.0005 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0046 | Particulate matter formation: 0.0004 | Terrestrial acidification: 0.0012 | Climate change: 0.2609 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0007 | Ionising radiation: 0.0104 | Metal depletion: 0.009 | Freshwater eutrophication: 0.0",0.0,0.26085705,0.0,1.429e-05,5.3e-07,0.0045781,0.01044171,2.692e-05,2.717e-05,0.00899952,0.0,1e-08,0.0003936,0.00072732,0.00118054,1.89e-06,0.0,0.00048105
"Calcium silicate, production mix, at plant, blocks and elements, density 1400 to 2000 kg/m3",Raw Materials,Systems > Construction,RER,kg,calcium silicate,,other,"Process: Calcium silicate, production mix, at plant, blocks and elements, density 1400 to 2000 kg/m3 | Category: Systems > Construction | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: calcium silicate | Description:  | Water depletion: 0.0002 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0058 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0002 | Climate change: 0.1477 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0031 | Metal depletion: 0.0015 | Freshwater eutrophication: 0.0",0.0,0.1476599,0.0,7.24e-06,9.5e-07,0.00578819,0.00307454,1.362e-05,6.37e-06,0.00153629,0.0,0.0,6.229e-05,0.00016311,0.00015322,1.27e-06,0.0,0.0001784
"Glass wool, production mix, at plant, fleece, density between 10 to 100 kg/m3",Raw Materials,Systems > Construction,RER,kg,glass wool,,glass,"Process: Glass wool, production mix, at plant, fleece, density between 10 to 100 kg/m3 | Category: Systems > Construction | Lifecycle Stage: Raw Materials | Location: RER | Materials: glass | Unit: 1 kg | Reference Flow: glass wool | Description:  | Water depletion: 0.0083 | Freshwater ecotoxicity: 0.0005 | Marine ecotoxicity: 0.0005 | Ozone depletion: 0.0 | Marine eutrophication: 0.0007 | Human toxicity: 0.0723 | Particulate matter formation: 0.0114 | Terrestrial acidification: 0.0156 | Climate change: 3.3668 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0093 | Ionising radiation: 0.4535 | Metal depletion: 0.005 | Freshwater eutrophication: 0.0",0.0,3.36678423,0.0,0.00054259,8.24e-06,0.07226692,0.4534949,0.00048197,0.00066147,0.00502054,0.0,3.8e-07,0.01141287,0.00925072,0.01564957,4.597e-05,0.0,0.00833981
"Rock wool, production mix, at plant, fleece, density between 30 to 180 kg/m3",Raw Materials,Systems > Construction,RER,kg,rock wool,,other,"Process: Rock wool, production mix, at plant, fleece, density between 30 to 180 kg/m3 | Category: Systems > Construction | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: rock wool | Description:  | Water depletion: 0.0071 | Freshwater ecotoxicity: 0.0004 | Marine ecotoxicity: 0.0006 | Ozone depletion: 0.0 | Marine eutrophication: 0.0012 | Human toxicity: 0.121 | Particulate matter formation: 0.01 | Terrestrial acidification: 0.0402 | Climate change: 5.0916 | Terrestrial ecotoxicity: 0.0001 | Photochemical oxidant formation: 0.0112 | Ionising radiation: 0.3116 | Metal depletion: 0.1942 | Freshwater eutrophication: 0.0",0.0,5.09157368,0.0,0.00039154,6.85e-06,0.12102717,0.31159449,0.00056524,0.00121251,0.19423199,0.0,2.6e-07,0.01000221,0.01122418,0.04022382,6.854e-05,0.0,0.00707894
"Waste incineration of municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of municipal solid waste (MSW),,other,"Process: Waste incineration of municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: waste incineration of municipal solid waste (MSW) | Description:  | Water depletion: 0.0031 | Freshwater ecotoxicity: -0.0001 | Marine ecotoxicity: -0.0001 | Ozone depletion: -0.0 | Marine eutrophication: -0.0 | Human toxicity: 0.0008 | Particulate matter formation: -0.0006 | Terrestrial acidification: -0.002 | Climate change: -0.1057 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: -0.0005 | Ionising radiation: -0.048 | Metal depletion: -0.0814 | Freshwater eutrophication: -0.0",-0.0,-0.10569878,-0.0,-6.332e-05,-6e-07,0.00077497,-0.04801126,-0.00011172,-9.77e-06,-0.08136278,-0.0,-4e-08,-0.00057252,-0.00051797,-0.00199753,-1.307e-05,-0.0,0.00312092
"Waste incineration of paper fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of paper fraction in municipal solid waste (MSW),,paper,"Process: Waste incineration of paper fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: paper | Unit: 1 kg | Reference Flow: waste incineration of paper fraction in municipal solid waste (MSW) | Description:  | Water depletion: 0.003 | Freshwater ecotoxicity: -0.0001 | Marine ecotoxicity: -0.0001 | Ozone depletion: -0.0 | Marine eutrophication: -0.0 | Human toxicity: -0.011 | Particulate matter formation: -0.0006 | Terrestrial acidification: -0.0022 | Climate change: -0.4302 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: -0.0007 | Ionising radiation: -0.052 | Metal depletion: -0.0034 | Freshwater eutrophication: -0.0",-0.0,-0.43022963,-0.0,-5.98e-05,-6.5e-07,-0.01103613,-0.05202437,-6.138e-05,-1.909e-05,-0.00337358,-0.0,-4e-08,-0.00061635,-0.0007181,-0.00218849,-8.34e-06,-0.0,0.00304683
"Waste incineration of biodegradable waste fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of biodegradable waste fraction in municipal solid waste (MSW),,other,"Process: Waste incineration of biodegradable waste fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: waste incineration of biodegradable waste fraction in municipal solid waste (MSW) | Description:  | Water depletion: 0.003 | Freshwater ecotoxicity: -0.0 | Marine ecotoxicity: -0.0 | Ozone depletion: -0.0 | Marine eutrophication: 0.0 | Human toxicity: -0.0032 | Particulate matter formation: -0.0001 | Terrestrial acidification: -0.0005 | Climate change: -0.1415 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: -0.0203 | Metal depletion: -0.0012 | Freshwater eutrophication: -0.0",-0.0,-0.14146149,-0.0,-2.256e-05,-1.6e-07,-0.00320813,-0.02032578,-1.922e-05,1.511e-05,-0.00118095,-0.0,-2e-08,-9.888e-05,0.00023312,-0.00050311,-2.88e-06,-0.0,0.00301627
"Waste incineration of textile fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of textile fraction in municipal solid waste (MSW),,other,"Process: Waste incineration of textile fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: waste incineration of textile fraction in municipal solid waste (MSW) | Description:  | Water depletion: 0.0032 | Freshwater ecotoxicity: -0.0001 | Marine ecotoxicity: -0.0001 | Ozone depletion: -0.0 | Marine eutrophication: 0.0 | Human toxicity: -0.0036 | Particulate matter formation: -0.0007 | Terrestrial acidification: -0.0028 | Climate change: -0.3406 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: -0.0002 | Ionising radiation: -0.0832 | Metal depletion: -0.004 | Freshwater eutrophication: -0.0",-0.0,-0.34061404,-0.0,-9.507e-05,-1.02e-06,-0.00362666,-0.08324451,-7.412e-05,1.23e-05,-0.00400912,-0.0,-7e-08,-0.00069066,-0.00015106,-0.00280074,-1.003e-05,-0.0,0.00322255
"Waste incineration of plastics (unspecified) fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of plastics (unspecified) fraction in municipal solid waste (MSW),,plastic,"Process: Waste incineration of plastics (unspecified) fraction in municipal solid waste (MSW), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: plastic | Unit: 1 kg | Reference Flow: waste incineration of plastics (unspecified) fraction in municipal solid waste (MSW) | Description:  | Water depletion: 0.0035 | Freshwater ecotoxicity: -0.0002 | Marine ecotoxicity: -0.0002 | Ozone depletion: -0.0 | Marine eutrophication: -0.0001 | Human toxicity: -0.0382 | Particulate matter formation: -0.0021 | Terrestrial acidification: -0.0077 | Climate change: 0.6752 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: -0.003 | Ionising radiation: -0.1732 | Metal depletion: -0.0069 | Freshwater eutrophication: -0.0",-0.0,0.67522735,-0.0,-0.00020109,-2.46e-06,-0.03821761,-0.17318514,-0.00019313,-9.038e-05,-0.00687756,-0.0,-1.4e-07,-0.00210265,-0.00297498,-0.00766644,-2.705e-05,-0.0,0.00351276
"Waste incineration of plastics (PE, PP, PS, PB), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,"waste incineration of plastics (PE, PP, PS, PB)",,plastic,"Process: Waste incineration of plastics (PE, PP, PS, PB), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: plastic | Unit: 1 kg | Reference Flow: waste incineration of plastics (PE, PP, PS, PB) | Description:  | Water depletion: 0.0037 | Freshwater ecotoxicity: -0.0003 | Marine ecotoxicity: -0.0003 | Ozone depletion: -0.0 | Marine eutrophication: -0.0002 | Human toxicity: -0.0624 | Particulate matter formation: -0.0032 | Terrestrial acidification: -0.0116 | Climate change: 0.8631 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: -0.0049 | Ionising radiation: -0.2537 | Metal depletion: -0.0007 | Freshwater eutrophication: -0.0",-0.0,0.86311789,-0.0,-0.00029055,-3.69e-06,-0.06239195,-0.25370591,-0.00027766,-0.00015722,-0.00074028,-0.0,-2.1e-07,-0.00318645,-0.00491508,-0.01157707,-3.973e-05,-0.0,0.00371857
"Waste incineration of plastics (PET, PMMA, PC), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,"waste incineration of plastics (PET, PMMA, PC)",,plastic,"Process: Waste incineration of plastics (PET, PMMA, PC), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: plastic | Unit: 1 kg | Reference Flow: waste incineration of plastics (PET, PMMA, PC) | Description:  | Water depletion: 0.0034 | Freshwater ecotoxicity: -0.0002 | Marine ecotoxicity: -0.0002 | Ozone depletion: -0.0 | Marine eutrophication: -0.0001 | Human toxicity: -0.0364 | Particulate matter formation: -0.0018 | Terrestrial acidification: -0.0067 | Climate change: 1.0388 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: -0.0028 | Ionising radiation: -0.1485 | Metal depletion: -0.0004 | Freshwater eutrophication: -0.0",-0.0,1.03881498,-0.0,-0.0001698,-2.12e-06,-0.03644345,-0.14848073,-0.00016155,-8.918e-05,-0.00042812,-0.0,-1.2e-07,-0.00184854,-0.0028131,-0.00672844,-2.321e-05,-0.0,0.00338384
